Billing Country,Billing State,Browser,Created By,Device Brand,Device Type,Email Permission,Email Status,Email Status Reason,Event Type,Order Source,Order Status,Os,Os Version,Payment Method,Segment,Updated By,Discounted Price,Item Count,Quantity,Shipping,Total Amount,Unit Price
Unknown,Unknown,Edge,-13,Unknown,D,TRUE,A,Unknown,order,checkout,refunded,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,500,5,1,0,20200,18500
Unknown,Unknown,Firefox,-13,Unknown,D,TRUE,A,Unknown,order,checkout,refunded,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,46250,3,1,0,20200,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,refunded,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,26600,1,1,0,20150,17000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,refunded,Windows,8,Bank Transfer or Bank Deposit,customer,-5,82800,11,11,0,20100,7300
NG,Ogun,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,7000,2,2,0,20000,3000
NG,Ogun,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,460000,20,20,0,20000,22000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,39750,2,1,0,20000,12500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,34550,2,1,0,20000,14500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,customer,-5,32000,2,1,0,20000,16000
Unknown,Unknown,Chrome Mobile,-13,Itel,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,customer,-5,68500,3,1,0,20000,21000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,customer,-5,21750,1,1,0,20000,20250
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,cancelled,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,15000,1,1,0,19800,14500
Unknown,Unknown,Chrome Mobile WebView,-13,Gionee,M,TRUE,A,Unknown,order,checkout,cancelled,Android,5,Bank Transfer or Bank Deposit,Unknown,-5,669000,17500,1500,0,19750,32
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,cancelled,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,15750,1,1,0,19750,14750
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,cancelled,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,79500,1,1,0,19750,75000
Unknown,Unknown,Opera Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,cancelled,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,38200,1,1,0,19750,18500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,cancelled,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,30500,2,2,0,19700,14000
Unknown,Unknown,Chrome Mobile,-13,XiaoMi,M,TRUE,A,Unknown,order,checkout,cancelled,Android,9,Bank Transfer or Bank Deposit,customer,-5,30500,2,1,0,19500,11750
Unknown,Unknown,Opera Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,cancelled,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,34000,2,1,0,19500,13500
Unknown,Unknown,Opera Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,cancelled,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,67500,4,1,0,19500,14750
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,cancelled,iOS,13,Bank Transfer or Bank Deposit,Unknown,-5,21500,1,1,0,19500,20000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,3500,1,1,0,19500,3500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,15900,1,1,0,19400,15000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,18900,1,1,0,19250,15500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,23050,2,1,0,19250,18250
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,500,2,1,0,19250,32500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,37550,2,1,0,19250,17500
Unknown,Unknown,Chrome Mobile,-13,Nokia,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,26500,2,2,0,19250,11750
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,1000,1,1,0,19250,80000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,13500,1,1,0,19250,12000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,51000,3,3,0,19250,15750
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,87300,50,50,0,19200,500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,97300,50,50,0,19200,700
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,172300,100,100,0,19150,500
Unknown,Unknown,Chrome Mobile,-13,XiaoMi,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,34500,2,2,0,19000,15750
Unknown,Unknown,Chrome Mobile,-13,Huawei,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,1098340,1,1,0,19000,1300000
Unknown,Unknown,Chrome Mobile,-13,Huawei,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,12000,10,10,0,19000,1200
Unknown,Unknown,Chrome Mobile,-13,Huawei,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,2000000,100,100,0,19000,19000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,15000,1,1,0,19000,14000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,29500,2,1,0,19000,13500
Unknown,Unknown,Chrome Mobile,-13,Itel,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,54250,3,1,0,18950,17500
Unknown,Unknown,Chrome Mobile,-13,Itel,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,47500,2,2,0,18900,22500
Unknown,Unknown,Chrome Mobile,-13,Nokia,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,264000,3,3,0,18900,75000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,16500,1,1,0,18900,15000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,20450,1,1,0,18800,20250
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,4000,1,1,0,18750,3000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,24130,7,1,0,18750,14500
Unknown,Unknown,Facebook,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,14200,2,2,0,18700,5000
Unknown,Unknown,Opera Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,31000,2,1,0,18550,15000
Unknown,Unknown,Samsung Internet,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,41000,1,1,0,18500,35000
Unknown,Unknown,Samsung Internet,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,25000,1,1,0,18500,24000
Unknown,Unknown,Samsung Internet,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,80500,1,1,1000,18500,39750
Unknown,Unknown,Samsung Internet,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,127500,6,6,0,18500,20250
Unknown,Unknown,Chrome Mobile,-13,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,5,Bank Transfer or Bank Deposit,customer,-5,17500,1,1,0,18500,16500
Unknown,Unknown,Chrome Mobile,-13,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,6,Bank Transfer or Bank Deposit,Unknown,-5,1200,1,1,0,18500,1200
Unknown,Unknown,Chrome Mobile,-13,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,6,Bank Transfer or Bank Deposit,Unknown,-5,2400,1,1,0,18250,2400
Unknown,Unknown,Chrome Mobile,-13,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,6,Bank Transfer or Bank Deposit,Unknown,-5,28800,2,2,0,18250,13500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,7,Bank Transfer or Bank Deposit,Unknown,-5,55100,3,1,0,18250,3500
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,7,Bank Transfer or Bank Deposit,customer,-5,23700,1,1,0,18250,18700
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,7,Bank Transfer or Bank Deposit,customer,-5,14580,1,1,0,18250,18500
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,7,Bank Transfer or Bank Deposit,customer,-5,68000,3,1,3000,18250,16500
Unknown,Unknown,Chrome Mobile WebView,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,7,Bank Transfer or Bank Deposit,customer,-5,60000,4,4,0,18200,14000
Unknown,Unknown,Chrome Mobile,-13,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,2000,1,1,0,18000,2000
Unknown,Unknown,Chrome Mobile,-13,HTC,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,213500,9,1,0,18000,36000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,15000,1,1,0,18000,13500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,24500,3,1,0,18000,14000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,27000,2,2,0,17850,12000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,41000,2,2,0,17750,19000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,9000,2,2,0,17750,3000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,42300,1000,1000,0,17750,32
Unknown,Unknown,Chrome Mobile,-13,Itel,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,19000,1,1,0,17750,15000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,12750,1,1,0,17750,11750
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,15250,1,1,0,17700,14000
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,customer,-5,53700,1,1,0,17600,51500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,customer,-5,15000,1,1,0,17500,14500
Unknown,Unknown,Chrome Mobile,-13,XiaoMi,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,customer,-5,13350,1,1,0,17500,12250
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,10500,1,1,0,17500,10500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,16750,1,1,0,17500,16000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,15750,1,1,0,17500,14500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,25500,2,2,0,17500,11750
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,31500,2,2,0,17500,14250
Unknown,Unknown,Chrome Mobile,-13,Itel,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,29100,2,1,0,17500,14000
Unknown,Unknown,Chrome Mobile,-13,Itel,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,32000,2,2,0,17400,14500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,58000,2,1,0,17250,19000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,31500,2,2,0,17250,14500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,35500,2,2,0,17250,16500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,195000,10,10,0,17250,18500
Unknown,Unknown,Chrome Mobile,-13,Huawei,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,41500,2,2,0,17250,19500
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,17500,1,1,0,17250,16000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,1300,1,1,0,17250,3000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,15500,1,1,0,17250,14000
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,94000,4,4,0,17200,22500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,17200,1,1,0,17050,16000
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,20300,1,1,0,17000,19000
Unknown,Unknown,Instagram,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,8000,2,2,0,17000,3000
Unknown,Unknown,Opera Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,15350,1,1,1100,17000,14250
Unknown,Unknown,Opera Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,16950,1,1,0,17000,15750
Unknown,Unknown,Samsung Internet,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,Unknown,-5,85000,4,4,0,17000,20250
Unknown,Unknown,Chrome Mobile iOS,-13,Apple,M,TRUE,A,Unknown,order,checkout,completed,iOS,12,Bank Transfer or Bank Deposit,Unknown,-5,26000,2,2,0,17000,12000
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,completed,iOS,13,Bank Transfer or Bank Deposit,Unknown,-5,68000,1,1,0,17000,68000
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,completed,iOS,13,Bank Transfer or Bank Deposit,Unknown,-5,500,4,4,0,17000,14000
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,completed,iOS,13,Bank Transfer or Bank Deposit,customer,-5,43000,2,2,0,17000,20500
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,completed,iOS,14,Bank Transfer or Bank Deposit,Unknown,-5,51000,3,1,0,16950,15500
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,completed,iOS,14,Bank Transfer or Bank Deposit,customer,-5,153900,2,1,0,16900,67600
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,completed,iOS,14,Bank Transfer or Bank Deposit,customer,-5,235150,15,1,0,16830,9000
Unknown,Unknown,Chrome Mobile,-13,XiaoMi,M,TRUE,A,Unknown,order,checkout,processing,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,357300,4,4,0,16800,84500
Unknown,Unknown,Chrome Mobile,-13,Generic_Android,M,TRUE,A,Unknown,order,checkout,processing,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,39700,2,2,0,16800,18750
Unknown,Unknown,Mobile Safari,-13,Apple,M,TRUE,A,Unknown,order,checkout,processing,iOS,14,Bank Transfer or Bank Deposit,Unknown,-5,147550,807,2,0,16750,11150
Unknown,Unknown,Chrome Mobile,-13,Nokia,M,TRUE,A,Unknown,order,checkout,refunded,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,18250,2,1,0,16750,12500
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,refunded,Android,8,Bank Transfer or Bank Deposit,Unknown,-5,18250,1,1,0,16700,15750
NG,Oyo,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,70500,1,1,0,16700,65000
NG,Nasarawa,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,customer,-5,908600,44,44,39600,16650,19750
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Pay Online With Bank by Paystack,Unknown,-5,22000,10,10,0,16500,1500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay Online With Bank by Paystack,customer,-5,19400,1,1,0,16500,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay Online With Bank by Paystack,customer,-5,36900,1,1,0,16500,36000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay Online With Bank by Paystack,customer,-5,32350,1,1,0,16500,24450
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay Online With Bank by Paystack,customer,-5,22400,2,2,0,16500,8200
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Pay with a Debit/Credit Card,Unknown,-5,2400,1,1,0,16500,2400
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Pay with a Debit/Credit Card,Unknown,-5,23000,1,1,0,16500,20500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Pay with a Debit/Credit Card,Unknown,-5,19500,1,1,0,16300,18250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,2400,1,1,0,16250,2400
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,2500,1,1,0,16250,2500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,200,1,1,0,16250,10500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,12750,1,1,0,16200,11750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,18000,1,1,0,16200,16500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,1000,1,1,0,16200,95000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,38500,1,1,0,16000,37500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,96000,6,6,0,16000,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,1000,7,1,0,16000,13500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,500,2001,1,0,16000,2500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,26650,3,3,0,16000,4750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,88400,10,10,12800,16000,8200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,221500,400,400,0,16000,500
Unknown,Unknown,Firefox,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,1000,6,6,0,15900,19000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Pay with a Debit/Credit Card,Unknown,-5,89300,1,1,0,15750,83000
Unknown,Unknown,Opera,-13,Unknown,D,TRUE,A,Unknown,order,checkout,processing,Linux,Unknown,Pay with a Debit/Credit Card,Unknown,-5,12250,1,1,0,15750,11500
Unknown,Unknown,Chrome Mobile,-13,Huawei,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,Unknown,-5,3500,1,1,0,15750,3500
Unknown,Unknown,Chrome Mobile,-13,Nokia,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,Unknown,-5,21000,1,1,0,15750,19500
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,Unknown,-5,17000,1,1,0,15750,15000
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,Unknown,-5,15000,1,1,0,15700,14000
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,Unknown,-5,500,6,6,0,15600,14750
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,Unknown,-5,500,15,15,0,15500,3900
Unknown,Unknown,Chrome Mobile,-13,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,customer,-5,15000,1,1,0,15500,14000
Unknown,Unknown,Chrome Mobile,-13,Nokia,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,customer,-5,21000,1,1,0,15500,19500
Unknown,Unknown,Chrome Mobile,-13,Nokia,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,customer,-5,22000,1,1,0,15500,20500
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,customer,-5,500,6,1,0,15500,40000
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,customer,-5,52500,3,3,0,15500,16000
Unknown,Unknown,Chrome Mobile,-13,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,customer,-5,36800,10,10,0,15500,2650
Unknown,Unknown,Chrome Mobile,-13,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,customer,-5,6000,5,5,0,15400,1200
