Billing Country (Dummy),Billing State (Dummy),Browser (Dummy),Created By (Dummy),Device Brand (Dummy),Device Type (Dummy),Email Status (Dummy),Event Type (Dummy),Order Source (Dummy),Order Status (Dummy) ,Os (Dummy),Os Version (Dummy),Payment Method (Dummy),Segment (Dummy),Updated By (Dummy),Discounted Price,Item Count,Quantity,Shipping,Total Amount,Unit Price
1,1,3,1,4,2,2,2,2,1,2,3,3,1,1,29250,2,1,0,15250,12500
1,1,3,1,2,2,2,2,2,1,2,3,3,1,1,11500,1,1,0,15200,8000
1,1,3,1,2,2,2,2,2,1,2,3,3,1,1,13000,1,1,0,15150,11500
1,1,3,1,2,2,2,2,2,1,2,3,3,1,1,70000,5,5,0,15100,11500
1,1,3,1,3,2,2,2,2,1,2,3,3,2,1,64400,4,4,0,15000,15000
1,1,4,1,4,2,2,2,2,1,2,3,3,1,1,24500,1,1,0,15000,23500
1,1,3,1,3,2,2,2,2,1,2,4,3,1,1,19200,1,1,0,15000,17000
1,1,3,1,3,2,2,2,2,1,2,4,3,1,1,500,3,3,0,15000,18000
1,1,3,1,3,2,2,2,2,1,2,4,3,1,1,12500,10,10,0,15000,650
1,1,3,1,3,2,2,2,2,1,2,4,3,1,1,15500,10,10,0,15000,1200
1,1,3,1,4,2,2,2,2,1,2,4,3,1,1,15500,1,1,0,15000,14500
1,1,3,1,4,2,2,2,2,1,2,4,3,1,1,20300,1,1,0,15000,18000
1,1,3,1,4,2,2,2,2,1,2,4,3,1,1,16000,10,10,0,15000,1250
1,1,3,1,3,2,2,2,2,1,2,4,3,2,1,15700,1,1,0,15000,14500
1,1,3,1,3,2,2,2,2,1,2,4,3,2,1,18800,4,4,0,15000,4200
1,1,3,1,2,2,2,2,2,1,2,4,3,2,1,17050,1,1,0,15000,15750
1,1,3,1,2,2,2,2,2,1,2,4,3,2,1,38600,2,2,0,14900,18000
1,1,3,1,2,2,2,2,2,1,2,4,3,2,1,43100,2,2,0,14900,20250
1,1,3,1,2,2,2,2,2,1,2,4,3,2,1,52600,2,2,0,14900,25000
1,1,4,1,4,2,2,2,2,1,2,4,3,1,1,13000,1,1,0,14800,11500
1,1,4,1,4,2,2,2,2,1,4,4,3,1,1,20500,1,1,0,14795,19000
1,1,4,1,4,2,2,2,2,1,4,4,3,1,1,4500,2,1,0,14750,2000
1,1,4,1,4,2,2,2,2,1,4,4,3,1,1,8000,2,2,0,14750,3000
1,1,4,1,4,2,2,2,2,3,4,4,3,1,1,123500,1,1,0,14750,94000
2,4,3,1,4,2,2,2,2,3,2,2,3,2,1,62250,3,3,0,14750,19750
1,1,4,1,4,4,2,2,2,4,4,2,3,2,1,33500,300,300,0,14750,100
2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,0,2,2,0,14750,15750
2,2,3,2,3,2,2,2,2,1,2,4,1,2,1,0,1,1,0,14750,6100
2,2,3,2,3,2,2,2,2,1,2,4,1,2,1,0,1,1,0,14750,11750
2,4,3,2,4,2,2,2,2,1,2,3,1,2,1,0,1,1,0,14600,15750
2,4,1,2,1,1,2,2,2,2,1,1,2,3,1,254600,3,1,0,14600,11100
1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,17000,1,1,0,14580,16000
1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,19000,1,1,0,14500,17500
1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,20100,1,1,0,14500,19000
1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,50750,2,1,0,14500,11750
1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,7800,3,3,0,14500,1700
1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,500,4,4,0,14500,17500
1,1,1,2,1,1,2,2,2,1,1,1,2,3,1,17250,1,1,0,14500,15750
1,1,1,2,1,1,2,2,2,1,1,1,2,3,1,325400,1,1,0,14400,315000
1,1,1,2,1,1,2,2,2,1,1,1,2,3,1,426012,5,1,0,14400,51250
1,1,1,2,1,1,2,2,2,1,1,1,2,3,1,103500,6,3,0,14250,15500
1,1,1,2,1,1,2,2,2,1,1,1,2,3,1,144800,15,7,0,14250,5400
1,1,1,2,1,1,2,2,2,1,1,1,2,3,1,160000,10,10,0,14250,15000
1,1,1,2,1,1,2,2,2,1,1,1,2,3,1,72600,20,10,0,14250,2500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,31500,2,2,0,14200,14750
1,1,1,2,1,1,2,2,2,3,1,1,2,2,1,13250,1,1,0,14200,12250
1,1,1,2,1,1,2,2,2,3,1,1,2,3,1,28900,3,1,0,14120,3500
1,1,1,2,1,1,2,2,2,4,1,1,2,2,1,99000,100,100,0,14000,600
2,4,1,2,1,1,2,2,2,2,1,1,2,2,1,21800,2,2,0,14000,9500
2,4,1,2,1,1,2,2,2,2,1,1,2,2,1,65000,4,2,0,14000,16500
2,4,1,2,1,1,2,2,2,2,1,1,2,2,1,77500,5,5,0,13750,14500
2,4,1,2,1,1,2,2,2,2,1,1,2,2,1,152600,7,7,0,13750,20500
2,4,1,2,1,1,2,2,2,2,1,1,2,2,1,20550,10,10,0,13500,1500
2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,100000,100,100,0,13500,500
2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,400000,400,400,0,13500,500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,447500,2,1,0,13500,20500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,189000,3,1,0,13400,60000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,17750,1,1,0,13350,15750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,15750,1,1,0,13300,14750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,16750,1,1,0,13250,15750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,20000,1,1,0,13250,19000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,20750,1,1,0,13000,19750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,200000,1,1,0,13000,200000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,38500,1,1,0,13000,37500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,96200,2,1,0,13000,8000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,53350,7,1,0,13000,2650
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,80700,15,1,0,13000,6000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,23700,1,1,0,12950,20500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,53500,2,1,0,12900,14500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,234000,30,1,0,12800,13500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,74350,119,1,0,12750,9500
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,14900,1,1,0,12750,14000
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,57000,1,1,0,12750,57000
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,71100,4,1,0,12750,10500
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,90000,23,1,0,12650,68000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,57000,3,1,0,12500,12000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,167000,8,1,0,12250,17500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,43000,1,1,0,12100,40000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,15000,1,1,0,12000,14000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,20000,1,1,0,12000,19000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,20500,1,1,0,11500,19500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,44250,3,1,0,11400,14000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,73000,3,1,0,11300,18500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,131450,6,1,0,11300,15000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,92500,2,1,0,11300,15500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,19250,1,1,0,11100,18750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,234300,1,1,0,10800,230000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,47600,1,1,0,10600,33500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,16500,1,1,0,10600,15250
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,17000,1,1,0,10500,15750
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,17250,1,1,0,10500,16000
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,16830,1,1,0,10000,17500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,19250,1,1,0,10000,18000
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,19500,1,1,0,10000,18250
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,19500,1,1,0,9700,18250
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,24750,1,1,0,9675,23500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,79250,2,1,0,9600,18500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,60250,3,1,0,9390,20500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,82250,3,1,0,9200,37500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,38000,2,2,0,9000,18000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,42000,5,2,0,9000,6400
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,32000,2,2,0,9000,14500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,44000,2,2,0,8700,21000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,76250,5,2,0,8500,12000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,32200,2,2,0,8200,15000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,9000,2,2,0,8200,3000
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,25650,2,2,0,8000,13500
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,31800,2,2,0,8000,15000
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,45300,2,2,0,8000,21750
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,28200,4,2,0,8000,7500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,30340,2,2,0,8000,14750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,40150,2,2,0,7940,23000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,40000,2,2,0,7800,19000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,36480,2,2,0,7500,19000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,26000,2,2,0,7500,14000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,85000,6,2,0,7500,16500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,67700,2,2,0,7400,33500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,32000,2,2,0,7400,14750
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,41500,2,2,0,7300,19500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,34000,3,3,0,7000,13500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,247900,208,3,0,6900,20500
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,44700,3,3,0,6900,14000
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,49200,3,3,0,6820,15500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,51000,3,3,0,6500,15500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,55670,3,3,0,6280,18000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,52500,3,3,0,6000,16000
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,59500,8,3,0,6000,15750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,68000,4,4,0,5775,15750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,70000,4,4,0,5000,16500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,138000,8,4,0,4900,18000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,62000,4,4,0,4750,14500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,70800,4,4,0,4500,16500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,85250,5,5,0,4500,15750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,53200,5,5,0,4500,3000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,16500,5,5,0,4500,2700
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,16500,5,5,0,4500,2700
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,227500,11,5,0,4500,20500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,53100,5,5,0,4500,10000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,100000,5,5,0,4500,18500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,78750,5,5,0,4400,14750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,97500,5,5,0,4350,18500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,195800,5,5,0,4300,37500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,181250,10,5,0,4250,13500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,8500,5,5,0,4250,1200
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,106500,6,6,0,4100,16500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,121500,6,6,0,4000,19000
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,121500,6,6,0,4000,19000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,133000,7,7,0,4000,17500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,68800,7,7,0,3950,7900
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,136500,7,7,0,3900,18250
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,148000,7,7,0,3900,20250
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,136400,8,8,0,3900,15750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,21200,8,8,0,3900,1500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,135000,9,9,0,3500,13500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,175500,9,9,0,3500,18000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,152500,10,10,0,3500,13750
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,197900,10,10,0,3500,20500
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,149580,10,10,0,3500,15000
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,259000,10,10,0,3500,25000
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,733500,40,10,0,3500,15000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,192500,10,10,0,3500,18250
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,225250,11,11,0,3500,19500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,198000,12,12,0,3500,15000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,55400,12,12,0,3500,4350
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,353000,20,20,0,3500,16750
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,121260,21,21,0,3500,19000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,800000,40,40,0,3500,18500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,630000,40,40,0,3500,14500
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,462000,50,50,0,3500,7200
2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,618200,58,58,0,3000,10000
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,704400,90,90,0,3000,7000
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,90000,90,90,0,3000,500
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,1876500,100,100,0,2800,17750
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,300000,300,300,0,2500,500
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1020000,500,500,0,2500,1620
2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1020000,500,500,0,2500,1620
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,1750000,1000,1000,0,2500,1550
2,4,1,2,1,1,2,2,2,4,1,1,2,2,1,41250,3,3,0,2500,12250
2,4,1,2,1,1,2,2,2,3,1,1,2,2,1,4350,1,1,0,2500,3250
2,4,1,2,1,1,2,2,2,3,1,1,2,2,1,42350,1,1,0,2400,41250
2,4,1,2,1,1,2,2,2,3,1,1,2,2,1,121000,2,1,0,2400,18500
2,4,1,2,1,1,2,2,2,3,1,1,2,2,1,34750,2,1,0,2400,14250
2,4,1,2,1,1,2,2,2,3,1,1,2,2,1,43100,4,4,0,2400,10000
2,4,1,2,1,1,2,2,2,4,1,1,2,2,1,19750,1,1,0,2400,18250
2,4,1,2,1,1,2,2,2,4,1,1,2,2,1,38500,1,1,0,2400,37500
1,1,2,2,1,3,2,2,2,2,3,2,2,3,1,15000,1,1,0,2400,14500
1,1,4,2,4,3,2,2,2,1,4,2,2,2,1,39400,2,2,0,2100,17800
1,1,2,2,1,3,2,2,2,1,3,2,2,2,1,1200,1,1,0,2000,1200
1,1,2,2,1,3,2,2,2,1,3,2,2,2,1,2400,1,1,0,2000,2400
1,1,2,2,1,3,2,2,2,1,3,2,2,2,1,10000,1,1,0,1300,10000
1,1,2,2,1,3,2,2,2,1,3,2,2,2,1,21000,1,1,0,1200,19500
1,1,2,2,1,3,2,2,2,1,3,2,2,3,1,14750,1,1,0,1200,13750
1,1,2,2,1,3,2,2,2,3,3,2,2,2,1,13750,1,1,0,1200,12750
1,1,2,2,1,3,2,2,2,3,3,2,2,2,1,68750,5,5,0,1200,12750
2,4,4,2,1,3,2,2,2,2,3,2,2,2,1,60000,21,1,0,1000,650
2,4,4,2,1,3,2,2,2,2,3,2,2,2,1,26000,1,1,0,0,25000
2,2,2,2,1,3,2,2,2,2,3,4,2,2,1,147500,10,2,0,0,14000
2,2,2,2,1,3,2,2,2,2,3,4,2,2,1,72000,4,4,0,0,16750
2,4,2,2,1,3,2,2,2,1,4,1,2,2,1,74000,4,2,0,0,15000
2,4,2,2,1,3,2,2,2,1,3,2,2,3,1,61300,2,1,0,0,24450
2,4,2,2,1,3,2,2,2,1,3,2,2,3,1,30700,4,1,0,0,1200
2,4,2,2,1,3,2,2,2,1,3,2,2,3,1,73100,45,1,0,0,2750
